Name,Publication Date,Message,Reactions Count,LIKE,LABEL
Re Dexeed,07/15/2025 11:33:30,Tencent emang demen menganaktirikan sebuah game,47,17,0
Fikri Ardiansyah,07/15/2025 11:33:32,emng g mikir nih boca gblg,158,9,1
Farhan Al Basysyasyi,07/15/2025 12:13:18,"dragon raja reriss cbt udh mulai nih, yg mau nyoba udh bisa diplaystore, size nya kecil 3gb an#Gp_info",16,10,0
Aurora Dolia Zhuxin,07/15/2025 12:29:13,"Event DM kuning ML dah balik lagi kawan, jangan lupa nguli buat beli skin impian kalian.",107,1,0
John Cole,07/15/2025 12:30:14,turnamen women vs world cup njrr,178,2,0
Alex Martin,07/15/2025 13:03:00,"Enak bgt ya, tinggal tambahin sayap doang udah jadi 🤭Kiri= LOLKanan= ML",74,1,0
Aris Safi'i,07/15/2025 13:09:17,"Terimakasih genshin, dah ngeluarin character yg bisa bantu ambil material 🥰",335,2,0
Miru Montelli,07/15/2025 13:09:31,"Tencent mengumumkan project Otome baru bertemakan Honor of Kings dengan judul “Closer To You”. Ada 7 Hero yang menjadi tampilan sesi pertama untuk project Ini dan semua hero-nya berasal dari Honor Of Kings.• Lam (Agent Deep Sea Operation)• Feyd (International Supermodel)• Kaizer (Chairman of Armour Tech)• Xuan Ce (Drummer Band Rock)• Ma Chao (Athletic Sports)• Yuan Ge (Theater Actor)• Sima Yi (Cold-blooded Biologist)Sekian Informasi yang aku bisa sampaikan. Nantikan Info kedepannya, ini cocok sih untuk para cewek-cewek.Mungkin ada beberapa Hero yang akan diumumkan lagi tampilannya untuk kedepannya, tapi masih belum tau siapa dan pasti siapa.",104,10,0
Rafa Maruf Alqa Kumara,07/15/2025 13:51:14,Ini grup kan tentang game posting ya. Isi nya cuma HOKMOK Ama Mlers yang saling adu argumen Ama pendapatan mending main game PC aja enak tinggal beli kalo ga bisa beli ya tinggal crack aja😋,60,1,0
Leopeng,07/15/2025 14:10:53,"Udah males nungguin dan nonton livestream genshin, ujung-ujungnya gak ada pengumuman adanya fitur skip story 😔",112,36,0
Kouzei,07/15/2025 14:11:06,Semangat HOKMOK berusaha mengalahkan MLBB wanita🥰🥰Tanpa bots Facebook bisa apa ini🤭,259,1,0
Mochammad Dafino Harynida,07/15/2025 14:11:11,#GP_Share#GP_InfoSedikit info tentang Protagonist di Game tema Anime meskipun aku nemunya nggak banyak Edit : Kalau semisal ada yang salah koreksi dan misal ada yang kurang boleh ditambahkan,35,31,0
Kouzei,07/15/2025 14:45:18,HOKMOK caster starterpack vs KING MLBB starterpack🤭🤭,106,1,0
Abdul Rohman,07/16/2025 00:29:42,Bruakakak segitunya pengen naikin views sampe2 nyolong streamnya ml🤭😂😂,254,5,0
Ruddifaryansyah,07/16/2025 00:43:57,"#GPU_Share #GPU_Info Tourney EWC HOK di Platform Douyin diluar Ekspetasi ternyata. Jadi Remainding ke Diri sendiri kalo Ternyata Platform buat Nonton Live Tourney bukan cuma TikTok, YouTube atau FB. Tapi juga masih ada BiliBili, Douyin dsb. Tapi kenapa acuan Viewers hanya dari Yt & TT? Apa karena beralesan ""Douyin kan China bukan Global"" tapi ini acara Tourney Global dan Bebas orang mau nonton dari Platform mana pun.Thanks Admin✨",157,1,0
夢見有咲,07/16/2025 00:44:27,"HoK dan MLBB akan berbagi panggung nanti🥰Mehlers tidak bisa meneliti dengan benar, jadi bodohTak heran jika MLBB hanya populer di Indonesia dan Filipina 🤣",99,1,0
Kuchiki Byakuya,07/16/2025 01:26:20,Penampakan overlord & tyrant HOK,1372,17,0
Irvan Alfiansyah,07/16/2025 01:27:06,"1 Tahun Visual Improvement, Masih Ga nyangka Ini Game Gratis©BleeGMV#WutheringWaves",573,42,0
Rezha Prasetya,07/16/2025 04:58:52,gg,108,37,0
Rezha Prasetya,07/16/2025 05:23:05,Animasi gacha karakter Phrolova - WUTHERING WAVES.*Karakter akan dirilis pada banner fase pertama patch 2.5 tanggal 24 Juli nantinya.,596,28,0
Muhammad Rizky Suryana,07/16/2025 05:54:37,Banner terbaru Umamusume Pretty Derby Global Version menyambut event baru yang berhubungan dengan S2 animenya.Banner Gacha Uma:Anime Collab TeioAnime Collab McQueenBanner Gacha Supoka:SSR Kitasan SPDSSR Daiya STAM,114,3,0
Novanz Allied Putra,07/16/2025 05:55:41,"Kalau disuruh milih antara nonton Isekai smartphone atau baca story nya WuWa , aku lebih milih nonton Isekai smartphone sampai tamat 😔☝🏻 jujur gak kuat sama cringe nya story wukwuk 🙈🙈🙈",151,3,1
Aditya Ardhana Saputra,07/16/2025 05:56:19,Khusus Malay rilis lebih awal ya?,238,7,0
Clarisete Yu,07/16/2025 06:50:19,#GP_info #HOK_SHARE Survey collab baru dari hok lansung  di ingameSc: daynusor,116,2,0
Rezha Prasetya,07/16/2025 08:16:19,#GP_info SKIN BARU (GENSHIN IMPACT)Yelan ★5: 1980/2180 Genesys Crystall.*Skin akan dirilis pada patch 5.8 mendatang bersamaan dengan event Summer. Informasi akan diupdate kedepannya.,163,4,0
Rezha Prasetya,07/16/2025 09:15:52,Grand Servant Lancer: Indra Mahavarna (FATE/GRAND ORDER).,79,4,0
Hadi Setiawan,07/16/2025 09:38:59,"Fitur game Hoyok yang sampah, mending di remove aja",277,7,1
Kunaz Azel,07/16/2025 09:39:25,"king moonton sudah mengingatkan, tetapi melers tidak mendengarkan 😔😔",132,16,0
Irpan Irpan Ahmad,07/16/2025 09:41:18,"gacha karakter dapetnya sampah semua, thank you hoyok for giving me a trash",219,5,1
Ariel Arieru,07/16/2025 09:52:26,"tega bgt sih anjir 😭 udah isi survey panjang lebar 📑, yapping penuh harapan 😇.2x loh dua kali ‼️, dikasih fitur ⚙️ yang berbeda gak sesuai keinginan 🥹pura pura loadout padahal sejenis filter.menegaskan skip quest, ternyata skip waktu.",277,14,1
Dikala Main MLBB,07/16/2025 11:44:42,"Saking sepinya KWC, Hokmok sampai nyolong jumlah stream dari ayang ku",109,1,0
Dwayne Murphy,07/16/2025 11:46:06,"Pas liat trailer eventnya di YT langsung kaya familiar sama musiknya,Mirip?🙄",71,2,0
Rezha Prasetya,07/16/2025 13:34:53,"Gw paling jijik ama modelan player game kek gini terlepas dari dia bercanda atau ngak tapi ini beneran kek disgusting banget.Baru kali ini gw lihat ada orang yang alergi dan takut dengan namanya karakter OP cuman gegara gendernya cowo. Dimana mana karakter OP itu yang dicari cari ga peduli gendernya apa, bukan malah ditakutin. Padahal tinggal bilang mau fokus ke banner Saber karena tabungan cuman bisa gacha satu char doang, gausah pakek acara bilang ""GW KURANG SREK AMA CARA MAINNYA, TERKESAN OP"", dunguk bingitz. Jatuhnya kayak Suli dulu yang alasan bilang pensi wuwa gegara GAKUAT GREDDING padahal mah alasan aslinya ga kek gitu.Sok2an ngehindarin karakter OP. Nanti end game content kena inflansi HP ama mekanik bossnya beda pada ngemis2 minta karakter OP nya rerun, kayak kejadian awal banner Ruan Mei, Sunday ama Aventurine dulu.",83,3,1
Raumdeutr,07/16/2025 13:42:11,Tampilan venue 𝗦𝗧𝗖 𝗔𝗿𝗲𝗻𝗮 (kiri) & 𝗔𝗺𝗮𝘇𝗼𝗻 𝗔𝗿𝗲𝗻𝗮 (kanan) di EWC 2025:,37,1,0
Kazehiro,07/16/2025 13:42:38,"#WW_Trivia#BlackshoresSelagi research terkait tentang Blackshores (Yang akan ane bahas nanti) ane nemuin bahwa design NPC di blackshores itu keren-keren dan ga monoton itu-itu aja. Ternyata di blackshores ada 6 design NPC yang punya keunikan masing-masing.Pict 2-3 di awal adalah design pertama yang gua sebut sebagai ""Design umum""Sisanya unik dan keren banget, dan untuk pict terakhir kayanya ane belum nemu design yang versi cewenya. Kalau ada yang Nemu boleh sharing",82,53,0
Ralput,07/16/2025 13:42:44,"Mungkin ""terinspirasi""🗿👍🏻",43,10,0
Kiply,07/16/2025 13:43:10,Absen yang gachanya ampas,482,7,0
Konan Akatsuki,07/16/2025 13:43:25,Top 10 game mobile dengan pendapatan tertinggi tahun 2025 dari berbagai kategori,209,16,0
Ikhwanul,07/16/2025 13:43:51,"Teaser gameplay ""The Blind Warriors"" Dari Rizero studio. Game ini menampilkan pertarungan brutal dengan beragam senjata dan pertarungan jarak dekat, termasuk kombo campuran, blok, tangkisan, siluman, dan pembunuhan siluman. Dikombinasikan dengan sistem visual unik yang merepresentasikan indra buta, pemain dapat memindai lingkungan untuk mendeteksi musuh dan memecahkan teka-teki.Sc: RIZERO STUDIO",42,2,0
Ikigaya Santoso,07/16/2025 13:43:57,"Dua game yg sering di elu elukan sebagai ""Game story"" oleh fandomnya Title game story itu berat tanggung jawab nya, dengan mengclaim title tersebut berarti mereka siap digoreng ketika story yg disajikan tidak memenuhi ekspektasi. Bahkan game dengan story yg kaya seperti FGO aja lebih akrab disebut ""game wayang"" ketimbang game story itu sendiri. Lalu menilik kualitas story yg dibawakan, ke konsistenanya dalam menyajikan story, plot, serta penyampaian story  apakah mereka masih layak disebut dengan ""game story""..??🫣",74,9,0
ProSky Arief,07/16/2025 13:44:02,"Sesama pake engine unity, tapi gameplay game bisa lebih bagus daripada cutscene game sebelah yang katanya rame 🤭Tema game juga jelas karena PGR pake tema modern future dengan story line yang bagus dari game sebelah yang katanya RPG anime magic+oplos elemen tapi tiba-tiba charnya ada yang bawa motor di jaman itu 🤔",168,9,1
Rezha Prasetya,07/16/2025 14:53:47,#GP_info PICK UP LIMITED BANNER PATCH 3.5 (HSR)● FASE PERTAMA KARAKTER:1. Hysilens ★5 - Nihility/Physical.2. Kafka ★5 - Nihility/Lightning.● FASE PERTAMA LIGHTCONE:1. Why Does the Ocean Sing ★5 - Nihility.2. Patience Is All You Need ★5 - Nihility.● FASE KEDUA KARAKTER:1. Cerydra ★5 - Harmony/Wind.2. Silver Wolf ★5 - Nihility/Quantum.● FASE KEDUA LIGHTCONE:1. Era Engraved by Golden Blood ★5 - Harmony2. Incessant Rain ★5 - Nihility.*Banner akan mulai dirilis pada patch 3.5 tanggal 12 Agustus mendatang.,109,8,0
Ibnu Zubair,07/16/2025 22:51:01,awowkwowkowkwokw,488,171,0
Mzy Ave,07/16/2025 22:58:23,Awoke ngekor lagi mok mok 🤣🤣🤣Niru survei ml demi bisa bersaing 🤣🤣Bisa jadi survei formalitas ngekor ml nomer 1,67,2,0
Ariel Arieru,07/16/2025 23:07:03,wihh homoknya,41,19,0
Khafid Baktiar Rinao,07/17/2025 00:05:28,Musik lobby free fire x Naruto chapter 2SC :free fire leaks,40,4,0
Ruddifaryansyah,07/17/2025 00:06:28,#GPU_Share #HOKCN_UpdateHOKCN X LOOPY.- Skin Ying- Outfit FlowBorn (Free??)- Background Effect- Border (gif)- Recall Effect- Skin MinionThanks Before🙌🏻,90,1,0
Erik Satio,07/17/2025 00:06:32,Njirrr collab sama soulland? Oh no tangsan knock😞,90,4,0
Rezha Prasetya,07/17/2025 01:35:54,"Meskipun banyak yang seneng ama tierlist bodong Prydwen soal HSR bulan ini. Tapi sebenarnya nih tierlist agak ambigu alias disengaja biar dapat atensi publik. Didaftar tierlist, yang bener2 bisa jadi T0 secara keseluruhan hanya Tribbie, Phainon, Castorice, Archer dan harusnya Saber. Kenapa Saber ? Karena perfoma dia jauh lebih bagus dibandingkan Aglaea maupun Anaxa + lebih fleksibel juga penggunaannya dan ga manja build.Aglaea ditaruh di T0 aja udah beneran aneh banget karena dia definisi karakter yang manja build, manja LC sign, manja harus E1 biar ngisi energynya cepet, dan beneran wajib ada Sunday. Bahkan perbedaan menggunakan LC sign dan E1 itu juga jauh banget performanya, apalagi dari segi build yang harus fokus SPD, ATK dan CRIT dimana itu semua bisa dipermudah dengan adanya LC sign. Anaxa pun begitu, performa dan damage dia dikunci di LC sign dan kalau mau jadi DPS mandiri wajibnya harus naikin eidolon ke 2. Dari segi debuff pun, Anaxa masih kalah sama Silver Wold atau Jiaoqiu, apalagi implant weakness dia itu kayak tempelan karena ngak ngasih benefit RES DOWN. Anaxa tanpa LC sign dan E2 hanyalah erudition sekelas Herta B4 dengan tambahan gimik bisa ngasih implant weakness tempelan.",65,4,0
Ariel Arieru,07/17/2025 01:51:44,gile,82,6,0
Erik Satio,07/17/2025 03:40:44,Gaskan terus toon🥶,432,5,0
Stewie,07/17/2025 03:41:04,"Gorengan rekLagi"" Apa? Yak betul hoyopler sarang para pedo🤣",175,23,1
David Herbert,07/17/2025 03:41:24,"Ini  bisa dibilang miris ga sih? Knp? Masa live yg paling byk di hok indo slama 1 tahun cm mentok 200 rb kalah ama MWI ewc yg day 1 kmrn? Sbnrnya jg MWI scene cewe mlbb itu masi sepi sekali dan blom rame, pro playernya blm dpt nama kaya di scene cowoknya blm ada nama besar, justru tidak wajar klo hok indo kalah views dgn scene mlbb womenBbrp alasan yg mgkn hok masi aga seret dalam views:1. Memberikan akses youtuber yg udh ada nama sedikit utk restream seperti aldi, binx dll yg membuat viewersnya sedikit terpisah, gw ingat jaman mpl dlu atau apa ya blm ada restreamer itu sblm mpl itu membludak ramenya CMIIW2. Tidak adanya dukungan penonton dri china?? Ya  ekosistemnya aja kbykn org china ya mau gamau hrs berharap ama penonton china, tpi mslhnya ada bilibili, dan platform khusus disana, lalu klopun ada di yt global masi ada jg yt channel nyairin hok cn unofficial bhs china yg channel hok global g kedapatan byk dri viewers china3. Eo IKL waktu itu busuk bgt ampe hokmok demo eo ikl next season diganti, kek setengah hati kerjanya🤭4.  Efek dri match ikl waktu hampir bersamaan dgn mpl yg jdinya ketutupan5. Sibuk kerja pdhl ikl diselenggarakan pas weekend dan mingguCoba player hok yg pandai2 kasi alasan logis ini knp terjadi? Ini bukanlah tanda kemajuan esport melainkan kemacetan, gw sbagai player hok asli pengen bgt ni komunitas matanya kebuka setengah lah... krn gw udh suka ama hok ni tpi tidak dgn ekosistemnya",91,1,0
MEx Adagio,07/17/2025 03:41:39,game pc terbaik menurutku,700,17,0
Ruri Ade,07/17/2025 06:05:12,"Mok mok, lu kalo Collab niat dikit lah mok",212,2,1
Elvan Juliawan,07/17/2025 06:06:01,"kok gw kek ga terima gitu ya, mekanik ngocog element di samakan ama mekanik dodge & parry apalagi bawa2 danjin, sedih liatnya 🥲",502,19,1
Lickarus,07/17/2025 08:00:03,game upin ipin udah rilis di steam dengan harga sekitar 655 ribu.menurut kalian apakah worth di harga segini?,102,4,0
Ariel Arieru,07/17/2025 08:02:59,aduh gimana yah.yaaa bagus lah itu rambo nya,251,18,0
Konan Akatsuki,07/17/2025 10:54:40,"Minion skin HOK x Calvin Verdonk ( Loopy ) amboi lucunya, tapi harganya yang ga lucu 😅estimasi ke global setelah kolaborasi dengan Conan.",123,1,0
Arif Hakim,07/17/2025 10:55:07,Jom Login 😏 bulan depan ada colab Conan sehat2 Dev Baik,267,7,0
Ariel Arieru,07/17/2025 12:05:35,"game gila, jadi roamer ajah salah",105,33,0
Yuru Yuru,07/17/2025 12:50:46,Yang mimpi basah siapa yg Collab siapa 🗿,126,39,1
Lucky Andriansyah,07/17/2025 12:52:53,sederhana. tapi game - brand X - gak bisa 😂😂😂,127,1,0
Tejaa Sanjaya,07/17/2025 12:53:03,"Si hokmok kebelet dino buat nyaingin ML. dia seolah2 membuat clue kalo dino yg dia punya lebih realistis dan lebih dewasa, tpi nyatanya apa yup ampas. Mana dino nya buluk pula kek mainan karet anak2 😹Dan dinosaurus iconic JWR mana mok, kok collab sama dino NPC gjelas begitu doang. Oiya apa jangan2 hemat uang karena Player global gmau top up jdi tkut rugi 🤭",290,1,1
Hendra,07/17/2025 15:11:09,#memeSaran teks..game harga 600k🫩🫩,497,29,0
Ariel Arieru,07/17/2025 15:12:01,"""min kok post gw gak diacc""gak keliatan numpuk + kadang ngebug",29,11,0
Hafni,07/17/2025 15:32:56,"Jadi lagi heboh berita kurogames mempatenkan system concerto nya wuthering waves.Trus ada satu yutuber hoyoshill ga terkenal memakai berita ini untuk menjatuhkan kurogames di twitter yang katanya ""membuat kompetisi dan kreatifitas dalam membuat game menjadi terbatas"". Pake argumen ""bayangkan kalau genshin membuat paten elemental reaction""Kan aneh ya kalo dipikir secara logika aja kalo memang mau kreatif kan tinggal bikin sistem yang baru ya.Tapi yang lucu adalah, ternyata paten yang tersebar luas itu adalah paten untuk sistem coding untuk sistem concerto tsb. Jadi kalo di ubah ubah sedikit tetap bisa lolos. Dan paten ky ginian memang lumrah dilakukan agar tidak ada copy paste secara 1:1.Dan yang lebih lucu adalah, ternyata hoyoverse udah bikin paten seperti ini sebanyak 400 paten lebih. 🤣 gaada tuh yang marah ke hoyoverse soal beginian.Fans hoyo itu udh di butakan kebencian men.Everything that kurogame does is evil.And everything that hoyoverse does is bless from heaven.",307,20,1
Erik Satio,07/17/2025 15:33:18,Minotaur epic>>>☠️😱,178,5,0
Arif Basar,07/17/2025 15:33:26,sabar tuan,156,2,0
Dody Hermanto,07/17/2025 15:33:32,Ga sadar diri padahal gamenya nyomot sana sini tiap updatenya🤭🤭,459,12,1
Ero,07/17/2025 15:34:22,Pacu kudamu kawan.,126,5,0
Hok Dreap,07/17/2025 15:34:43,"bang bang, minta mentahan survey collab bleach sama mole dong, yang udah 5 tahun yang lalu itu 🤭🤭",70,11,0
Nezzt,07/17/2025 15:35:20,"#GPU_INFO Series ""Bumilangit"" merilis teaser game terbaru mereka yang mengadaptasi kisah dari cerita Si Buta dari Goa Hantu yaitu The Blind WarriorLatar game ini diambil pada tahun 1860an pada era penjajahan Belanda dengan Barda sebagai main character.Game nya hanya tersedia di Steam dan bisa di wishlist sekarang.",45,1,0
EadAche Ron,07/17/2025 15:37:56,"Beberapa alasan Wuthering Waves X Cyberbug Edgerunner akan menjadi Collab yang gagal1.Bukan Fiksi Favorit SolonBerbeda dengan Collab PGR yang berkolaborasi dengan fiksi kesukaan Solon yang menjadi sumber Pla- eh terinspirasinya PGR yaitu Nier, Brs, DMC. Cyberpunk dipakai untuk kolaborasi karena pernah memenangkan Anime Of The Year 2023 jadi cuma numpang nama cyberpunk dan kolaborasinya tidak akan dimaksimalkan 2. Tidak adanya MC dari Cyberpunk Berasal dari Leak terpercaya, yang playable dicollab tersebut hanyalah female character3.Skillset yang tak sesuai4. Story yang sudah ketebakTaulah.",126,5,0
Rezha Prasetya,07/17/2025 16:03:21,"NGAKAK BANGET.Sistem jelek macam Concerto yang sama aja kayak pengisian energy lewat hit tim ama Outro/intro yang ga ada bedanya ama switch tapi ditambah gaya dipatenin biar ga ditiru game lain. Bahkan di game ZZZ aja udah ada switch dengan gaya dan lebih bagus daripada outro/intro di wuwa😂😂😂😂😂😂Sumpah, nih dev ga ada malu malunya sama sekali. Padahal wuwa pun juga banyak niru konsep di game Genshin Impact, sampek desain original gamenya yang udah bagus2 aja diubah mirip kayak Genshin. Sekalinya bikin sesuatu yang dirasa beda dan jadi ciri khas di gamenya langsung dipatenin biar gabisa diplagiat. Aduhai NGAKAKNYA😂😂😂😂Lucunya lagi, fandom wuwa pun langsung bikin opini kalau sistem paten yang dilakukan Kuro ini tujuannya biar gabisa ditiru ama Genshin, padahal dari segi gameplay aja Genshin udah beda, ngapain Hoyo niru sistem jelek kek outro/intro disaat gameplay elemental reaction udah bagus banget. Padahal Kuro ngepatenin itu tujuannya buat ga ditiru sama game baru macam NTE karena gameplaynya yang hampir mirip kek wuwa dan ada sistem outro/intronya. Tapi ya, fandom wuwa mana bisa mikir sampek situ, ga bawa2 Genshin kan ga rame😂😂😂😂😂😂Hoyo hoyo, coba aja dulu Genshin dipatenin, pasti wuwa gabakal ada tuch karena Solon gabisa ngeplagiat. Sekalian aja sih Hoyo masang paten ke sistem elemental reaction biar aman ga dicolong Kuro😂😂😂😂😂😂",149,1,0
Insan Ay Lazim,07/17/2025 16:15:07,"90% mirip versi PC nya,,SUBNAUTICA Device POCO X6 5G",18,1,0
Farid Ardiansyah,07/17/2025 16:25:08,"Apa iya Genshin jualan story, bukan live services?Atau ada yg lain?",255,29,0
Zhuo Xing,07/17/2025 16:25:37,Post,163,11,0
Rezha Prasetya,07/17/2025 19:05:29,"UDAH SELESAI NONTOOON😭😭😭INIMAH MOVIE KNY YANG LEBIH BAGUS DARIPADA SEBELUMNYA. BENERAN IMPROVED PARAH + STORYTELLING DI MOVIENYA LEBIH JELAS DARIPADA PAS BACA MANGA. APALAGI YANG BAGIAN BACKSTORY AKAZA.Btw, seiyuu istri Akaza itu Lynn. Soft banget suaranya. Apalagi pas ngajak Akaza buat meluk dia😭😭😭😭. Satu bioskop nangis.Review ngak nih ?",51,44,0
Rezha Prasetya,07/17/2025 20:39:47,"REVIEW KIMETSU NO YAIBA: INFINITY CASTLE - AKAZA RETURN, MOVIE DENGAN KUALITAS BOX OFFICE ASLIDarimana dulu ya aku memulainya. Biar ga terkesan kayak spoiler jadi singkat aja. Durasi movienya adalah 155 menit dari hitunganku dan dimulai jam 12 malam waktu Jepang, kalau di Indonesia masih jam 10 malam. Movie ini sendiri bisa dibilang semacam tindakan all in yang dibuat oleh Ufotable. Soalnya di movie trilogy pertama ini banyak banget scene original yang ga ada dimanganya. Effort Ufotable benar2 dituang di movie kali ini dan membuat suatu scene yang dulunya ga jelas dimanga itu langsung kejawab di movienya.Untuk animasinya, gausah ditanya lagi. Dari creditnya, seluruh animator Ufotable beserta KNY itu ikut serta dalam menggarap movie trilogy pertama ini. Salah satu contohnya adalah Nozumu Abe untuk adegan Zenitsu, Masaru Kimura, Masayuki Kunihiro, dll. Pokoknya satu project ini semuanya diborong, jadi ga usah heran kalau kualitasnya beda banget ama movie series TV.Untuk scenenya. Movie trilogy pertama ini fokusnya dipecah jadi 3, yaitu battle Giyuu/Tanjiro vs Akaza, Shinobu vs Douman, dan Zenitsu vs Kaigaku. Meskipun fokusnya ada 3, tapi semuanya well done dalam 155 menit yang didominasi 50% oleh scene battle Tanjiro/Giyuu vs Akaza yang kelewat epic karena dibuat oleh Masayuki Kunihiro. Adegan Shinobu meskipun cuman sebentar tapi dibuat benar2 kompleks. Scene kematiannya dilihatin dengan jelas dan diakhiri oleh Kanao yang masuk ke ruangan setelah Shinobu dimakan Douman. Buat adegan Zenitsu, bisa kubilang SUPER GILA. Dibalut sentuhan tangan Nozumu Abe, scene battle Zenitsu beneran memanjakan mata banget + BGM nya bikin merinding. Udah gitu backstorynya juga dibuat lebih detail. Untuk backstory Akaza juga asli effort Ufotable beneran dimainkan disini. Detail banget melebihi manga. Seiyuu untuk Keizo alias guru Akaza adalah Yuiichi Nakamura, lalu untuk Koyuki itu Lynn. Semuanya digambarkan persis seperti di manga dan ditambah detail original yang bikin scenenya makin berkesan. Akhir movienya sendiri ditutup dengan kemunculan Kokushibou yang berbicara kepada Douman.Untuk OST atau lagu. Ya, lagunya sendiri dinyanyikan oleh Aimer sebagai pembuka dan Lisa sebagai BGm. Jadi lagunya Lisa ikut diputar disaat scene Tanjiro vs Akaza yang bikin makin EPIC. Buat lagunya Aimer sih, ya khas Aimer dan lagunya agak slow gitu dan cocok untuk pembuka movienya. Sedangkan untuk Lisa beneran eargasm banget, cocok buat scene battle menggebu nggebu kayak pas bagian Tanjiro vs Akaza. Entah kenapa komposer lagu di series KNY itu bagus2 semua, ga ada yang gagal.Rating: 15/10.Asli BAGUS BANGET, GA BOHONG.Jujur, sekalipun kalian gasuka atau benci ama series KNY, tapi kalian wajib nonton Infinity Castle movie ini. Gabakal nyesel, wajib nonton buat kalian yang di Indonesia tanggal 15 Agustus nanti. Ini movie beneran kualitas movie asli yang dibikin oleh semua animator milik Ufotable. Ga ada kata mengecewakan atau gimana disaat nontonnya, malah terharu dan nangis karena saking menjiwainya scene yang dibuat. Tapi sayangnya, di akhir movie ga dijelasin buat lanjutan trilogynya. Jadi yang pengen tau kapan next part movie lanjutannya itu masih dirahasiakan.",478,75,0
Ariel Arieru,07/17/2025 22:37:47,eiitss kenapa tuch,180,1,0
Tsuki Suki,07/18/2025 02:44:23,"Sudah Overprice gak bisa bahasa indonesia, wajah kek kodok benshin. ternyata masih mending wuwa walaupun gak ada bhs indonesia tapi gratis gamenya .",117,3,1
Kubo Kubo,07/18/2025 02:50:37,woi meler(mobile legend peler)😂 ini siapa nya t-rex ya?,133,2,0
Vemon Felix,07/18/2025 02:50:46,"Adeh ler-ler dari mana plagiat kostumnya mirip gitu?, lihat nah bukti skil 1 aja mirip, wkowka",186,2,1
Mirsa,07/18/2025 02:53:29,"woilah cik, artefak lewat di beranda. bisa² nya lupa ganti nama heronya, nguwawor loh ya😹",685,39,0
Geebtanzzy Berotak Senkuu,07/18/2025 03:11:59,"bahkan game buatan indonesia yang pernah masuk TGA 2023 pun kalah jauh sama grafik game negara tetangga ini harus kita akui, kalau produksi game upin ipin dari negara tetangga ini sebuah mahakarya manusia, dan harus diakui juga kalau produksi game kita tertinggal beberapa langkah jauh",1930,81,1
Aditya Putra,07/18/2025 03:19:11,"Riot games telah melakukan update terbaru untuk League Of Legends dan updatenya ngasih champ baru bernama ""Yunara"" dan juga mini game baru yang namanya ""The Battle Of Koeshin"" yang bergenre side scrolling, beat em up... gameplaynya kayak dibawah, stagenya cuma sampai 3, dan bossnya ketiga"" nya lissandra, cuma beda chroma doang sama ada beberapa skill tambahan... karakter yang playable cuma 2 doang yaitu xin zhao sama yunara, dan saya lebih prefer make xin zhao karena attack rangenya yang lumayan dan gampang buat nyerang boss dibanding yunara yang dimana cocok buat lawan kroco doang, special attacknya juga gak terlalu efektif ngelawan bossnya",9,9,0
Rezha Prasetya,07/18/2025 03:27:34,"Gw ga main moba tapi pengen nanya sesuatu ke kalian yang main.Emang developer game moba macam Mobile Legend atau HoK itu gabisa bikin char original mereka sendiri ya ? Gw lihat2 kok getol banget ngadain collab tiap bulan. Padahal game lain ngadain collab itu mentok setahun sekali atau bahkan ga pernah. Apalagi game moba itu kebanyakan dari China, harusnya kan bisa gitu mereka bikin char original atau skin ala mereka sendiri yang direferensikan dari legenda atau pahlawan dinegaranya, macam FGO gitu biar kesannya punya originalitas. Kalau ngandelin collab mulu, berarti dev moba gabisa ngembangin tanpa dibantu penjualan skin ama narik player fomo series yang dicollab dong ?",54,1,0
Rhnsyz,07/18/2025 08:54:23,skin/Hero mahakarya moonton yang wajib diketahui oleh player hokmok dan member gpu,354,31,0
Kvare,07/18/2025 08:55:28,"Coba jelasin player HOK ?Ini si Dean kalo live suka ngejelek"" in HOK dan temen"" nya sirkel ML semuaKenapa bisa jadi HOK Stars ? apa ga ada Talent lain yg bs di ambil selain dr bekasan talent ML ?Kasihan di peres duit nya doang, di belakang ga peduli sama perkembangan game nya",72,38,1
Murtaji Ni'amillah,07/18/2025 08:56:38,"Share Update terbaru Cyberpunk 2077 (2.3),Untuk kali ini ane mau showcase fitur terbaru ""Autodrive"" nya,... kenapa g dari dulu njir,.. gini kan enak, bisa lihat2 pemandangan sambil mendengarkan Radio.... apalagi ada fitur camera Cinematic nya seperti RDR 2.... jadi enak banget...Record di: RTX 4060, i5 13420H, 16GB",26,1,0
Asuna Kurotsuchi,07/18/2025 08:56:56,"Awokawok udah harganya harga ngelem kayak game triple A tapi kualitas gamenya mirip ps 2😂, karakternya kaku & kurang ekspresif banget bjirr",97,2,1
Dante,07/18/2025 08:57:50,DMC still the best,25,17,0
Faral M,07/18/2025 08:57:53,Karena HOK diterima dengan baik sama orang PH. Tencent langsung gas promosi besar2an jir,60,39,0
Ryan Reborn Gingga,07/18/2025 09:03:07,"JIAHAHAHAHA LAWAKAN MAHOKMOK SUDAH NGALAHIN MELER DI PH.MIMPI BASAH KETINGGIAN JIAHAHAHAHA, MINIMAL NGALAHIN AOV DULU MAHOK. MELER SUDAH TERLALU BANYAK ORANG BODOH YANG MAIN, JADI RAME JIAHAHAHA, TETAP MAHOK GLOBAL RENDAH JIAHAHAHAHA",46,13,1
